"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Otu1493","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides_unclassified"
"Otu1494","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides_unclassified"
"Otu1495","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","f__S24-7_unclassified","f__S24-7_unclassified"
"Otu1496","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","o__Bacteroidales_unclassified","o__Bacteroidales_unclassified","o__Bacteroidales_unclassified"
"Otu1497","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides_unclassified"
"Otu1498","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","g__Parabacteroides","s__distasonis"
"Otu1499","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","o__Bacteroidales_unclassified","o__Bacteroidales_unclassified","o__Bacteroidales_unclassified"
"Otu1500","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides_unclassified"
"Otu1501","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","f__S24-7_unclassified","f__S24-7_unclassified"
"Otu1502","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides_unclassified"
"Otu1503","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","f__Porphyromonadaceae_unclassified","f__Porphyromonadaceae_unclassified"
"Otu1504","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","o__Bacteroidales_unclassified","o__Bacteroidales_unclassified","o__Bacteroidales_unclassified"
"Otu1505","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides_unclassified"
"Otu1506","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","f__S24-7_unclassified","f__S24-7_unclassified"
"Otu1507","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","f__S24-7_unclassified","f__S24-7_unclassified"
"Otu1508","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides_unclassified"
"Otu1509","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","o__Bacteroidales_unclassified","o__Bacteroidales_unclassified","o__Bacteroidales_unclassified"
"Otu1510","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","f__S24-7_unclassified","f__S24-7_unclassified"
"Otu1511","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","f__S24-7_unclassified","f__S24-7_unclassified"
"Otu1512","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides_unclassified"
"Otu1513","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","f__S24-7_unclassified","f__S24-7_unclassified"
"Otu1514","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","f__S24-7_unclassified","f__S24-7_unclassified"
"Otu1515","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","f__S24-7_unclassified","f__S24-7_unclassified"
"Otu1516","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","o__Bacteroidales_unclassified","o__Bacteroidales_unclassified","o__Bacteroidales_unclassified"
"Otu1517","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","o__Bacteroidales_unclassified","o__Bacteroidales_unclassified","o__Bacteroidales_unclassified"
"Otu1518","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","f__Porphyromonadaceae_unclassified","f__Porphyromonadaceae_unclassified"
"Otu1519","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","g__Parabacteroides","s__distasonis"
"Otu1520","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","g__Prevotella_unclassified"
"Otu1521","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__massiliensis"
"Otu1522","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","f__S24-7_unclassified","f__S24-7_unclassified"
"Otu1523","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__acidifaciens"
"Otu1524","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides_unclassified"
"Otu1525","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides_unclassified"
"Otu1526","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","f__S24-7_unclassified","f__S24-7_unclassified"
"Otu1527","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","f__S24-7_unclassified","f__S24-7_unclassified"
"Otu1528","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","f__S24-7_unclassified","f__S24-7_unclassified"
"Otu1529","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","o__Bacteroidales_unclassified","o__Bacteroidales_unclassified","o__Bacteroidales_unclassified"
"Otu1530","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1531","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1532","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu1533","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Veillonellaceae","f__Veillonellaceae_unclassified","f__Veillonellaceae_unclassified"
"Otu1534","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu1535","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1536","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu1537","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu1538","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1539","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu1540","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1541","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1542","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1543","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu1544","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1545","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu1546","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu1547","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1548","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu1549","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu1550","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu1551","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1552","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1553","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu1554","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu1555","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1556","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1557","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","f__Ruminococcaceae_unclassified","f__Ruminococcaceae_unclassified"
"Otu1558","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1559","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu1560","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1561","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1562","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1563","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1564","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu1565","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu1566","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1567","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1568","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1569","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","f__Ruminococcaceae_unclassified","f__Ruminococcaceae_unclassified"
"Otu1570","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu1571","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu1572","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","f__Ruminococcaceae_unclassified","f__Ruminococcaceae_unclassified"
"Otu1573","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1574","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1575","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","f__Ruminococcaceae_unclassified","f__Ruminococcaceae_unclassified"
"Otu1576","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Clostridium","s__citroniae"
"Otu1577","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu1578","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu1579","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu1580","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1581","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1582","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu1583","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Clostridium","g__Clostridium_unclassified"
"Otu1584","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1585","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1586","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1587","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu1588","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu1589","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Clostridium","g__Clostridium_unclassified"
"Otu1590","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1591","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Clostridium","g__Clostridium_unclassified"
"Otu1592","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1593","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu1594","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1595","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1596","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1597","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","f__Ruminococcaceae_unclassified","f__Ruminococcaceae_unclassified"
"Otu1598","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu1599","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1600","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","g__Clostridium_unclassified"
"Otu1601","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu1602","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu1603","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu1604","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1605","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","f__Clostridiaceae_unclassified","f__Clostridiaceae_unclassified"
"Otu1606","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","f__Ruminococcaceae_unclassified","f__Ruminococcaceae_unclassified"
"Otu1607","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu1608","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Clostridium","g__Clostridium_unclassified"
"Otu1609","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1610","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1611","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1612","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","s__catus"
"Otu1613","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1614","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","g__Ruminococcus_unclassified"
"Otu1615","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu1616","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1617","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__[Ruminococcus]","s__gnavus"
"Otu1618","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1619","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","g__Blautia_unclassified"
"Otu1620","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","f__Ruminococcaceae_unclassified","f__Ruminococcaceae_unclassified"
"Otu1621","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Subdoligranulum","s__variabile"
"Otu1622","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1623","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1624","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","f__Ruminococcaceae_unclassified","f__Ruminococcaceae_unclassified"
"Otu1625","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1626","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1627","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Clostridium","s__citroniae"
"Otu1628","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Clostridium","s__clostridioforme"
"Otu1629","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1630","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Clostridium","g__Clostridium_unclassified"
"Otu1631","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Peptostreptococcaceae","f__Peptostreptococcaceae_unclassified","f__Peptostreptococcaceae_unclassified"
"Otu1632","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Clostridium","g__Clostridium_unclassified"
"Otu1633","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1634","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1635","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1636","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1637","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu1638","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Clostridium","s__clostridioforme"
